,<built-in function id>,average,avg_diff,dist_min_max,id,length,max,mean,min,q1,q2,q3,sorted_percentage,std_deviation,target,variance
2233,3,88398156.05,21387858.57,4238810191,3171,100,2146101205,88398156.05,-2092708986,-837095230.3,52637294,1210498156,50,1171290365,2,1.37E+18
2234,4,-227285447.6,-36096899.72,4127225745,3172,100,2038777919,-227285447.6,-2088447826,-1190249136,-331304837.5,754771800.8,47,1158806059,1,1.34E+18
2235,5,169973446.9,-6996042.727,4217330538,3174,100,2070440639,169973446.9,-2146889899,-718710711.5,290635754,1036734155,50,1173829725,1,1.38E+18
2236,6,72024442.9,-8972982.768,4276689952,3175,100,2131607027,72024442.9,-2145082925,-859008024,136415560.5,1126169308,49,1172237114,2,1.37E+18
2237,7,253373870.8,34926356.39,4256702211,3177,100,2119242207,253373870.8,-2137460004,-825988115.3,448603006,1402220324,53,1262595067,1,1.59E+18
2238,8,86055973.71,2467572.283,4232123144,3178,100,2134135071,86055973.71,-2097988073,-921678061,36164611,1185673038,52,1199991564,2,1.44E+18
2239,9,-190421961.5,-17953999.64,4245006028,3179,100,2101278253,-190421961.5,-2143727775,-1361506197,-346398065,783697193.5,50,1228168667,2,1.51E+18
2240,0,223086217.6,-6849316.071,4213260069,3180,100,2103754992,223086217.6,-2109505077,-835623269.8,211178806,1376528239,45,1299959249,2,1.69E+18
2241,1,87918566.99,-13969392.44,4184383143,3181,100,2047543284,87918566.99,-2136839859,-974290758.3,159720025.5,1290615042,51,1318929129,2,1.74E+18
2242,2,82628875.9,24738041.8,4262604056,3182,100,2134068116,82628875.9,-2128535940,-985584702.5,31463011,1063420742,51,1214975385,1,1.48E+18
2243,3,113691818,-9843774.909,4228601148,3183,100,2130494210,113691818,-2098106938,-961265034,140732367.5,1029694287,53,1241419510,2,1.54E+18
2244,4,-19890135.27,12596277.63,4172368524,3184,100,2037321260,-19890135.27,-2135047264,-1002038983,83487804,934518701,56,1165140349,1,1.36E+18
2245,5,104409749,-5715401.343,4234451239,3185,100,2124177159,104409749,-2110274080,-998193815,80339065.5,1170328718,45,1231473434,2,1.52E+18
2246,6,-93512394.53,5203317.838,4221255082,3186,100,2088569481,-93512394.53,-2132685601,-1199791104,-10299054,1021350519,52,1273858944,2,1.62E+18
2247,7,152599625.5,-15632369.82,4211757639,3187,100,2141923785,152599625.5,-2069833854,-894753088.5,379424586,1043950825,54,1213443934,2,1.47E+18
2248,8,-44670333.97,7048914.091,4284950932,3188,100,2144551645,-44670333.97,-2140399287,-1020121287,-101515375.5,743295689,48,1214593496,2,1.48E+18
2249,9,-13376626.42,-19369878.05,4221753902,3189,100,2136652453,-13376626.42,-2085101449,-1099990315,-63327922.5,907490030.8,52,1194311440,1,1.43E+18
2250,0,-181921352.5,-1028479.162,4248910196,3190,100,2125240133,-181921352.5,-2123670063,-1313273957,-189097651,812941628.3,51,1224467985,1,1.50E+18
2251,1,-11574335.45,18782125.6,4274397291,3191,100,2131476601,-11574335.45,-2142920690,-1075520527,79677290.5,951061722.8,52,1210809360,2,1.47E+18
2252,2,157766771.4,-15305975.14,4108827114,3193,100,2081354918,157766771.4,-2027472196,-715040916.8,219632425.5,1099677825,43,1176533358,2,1.38E+18
2253,3,-79484831.55,-21474165.63,4194630689,3194,100,2110447648,-79484831.55,-2084183041,-1535324829,-38145757.5,1088512310,46,1389632659,2,1.93E+18
2254,4,51053433.68,18478346.89,4222561718,3195,100,2078050528,51053433.68,-2144511190,-997137241,29913343.5,1145664580,47,1213925458,2,1.47E+18
2255,5,-28429546.41,10841213.43,4216153895,3196,100,2146118422,-28429546.41,-2070035473,-1383209827,205942258.5,1193049816,47,1327689637,2,1.76E+18
2256,6,156885603.2,-27683994.66,4227742760,3197,100,2144179376,156885603.2,-2083563384,-1031963560,401770261.5,1269942352,50,1292588101,2,1.67E+18
2257,7,-211802427.1,19763507.78,4263331205,3199,100,2118454903,-211802427.1,-2144876302,-1123610954,-361880281,741638113,45,1159345741,1,1.34E+18
2258,8,214765567.2,-6479507.263,4257809173,3200,100,2133479843,214765567.2,-2124329330,-847998699.8,218398560,1414439065,54,1262997014,2,1.60E+18
2259,9,-32057616.23,-7738019.303,4272293102,3201,100,2137264779,-32057616.23,-2135028323,-1065126024,21957254.5,696080621.5,48,1157424558,2,1.34E+18
2260,0,-1166763.67,29955200.6,4226392029,3202,100,2134526898,-1166763.67,-2091865131,-1035551940,-94443083.5,870348269,49,1209541332,1,1.46E+18
2261,1,8744648.43,8458557.939,4161547988,3203,100,2046038542,8744648.43,-2115509446,-883343560.8,11213508.5,867662546.5,49,1124485178,2,1.26E+18
2262,2,-103625684.3,-7112694.414,4278978261,3204,100,2146162580,-103625684.3,-2132815681,-1393406445,-256257300,1056655861,50,1347484295,1,1.82E+18
2263,3,-64995256.36,-29659766.12,4191200400,3205,100,2107398563,-64995256.36,-2083801837,-1043190015,-115734372.5,846184813,47,1201920168,1,1.44E+18
2264,4,14091604.79,9537830.535,4191411249,3207,100,2078233984,14091604.79,-2113177265,-1008519111,-28886372,932848907,55,1222892188,2,1.50E+18
2265,5,93161105.35,-12223411.82,4255417250,3208,100,2140768052,93161105.35,-2114649198,-1055732578,304454148.5,1235827228,53,1245798587,2,1.55E+18
2266,6,41757078.11,-21209202.42,4254427742,3209,100,2113391077,41757078.11,-2141036665,-1223244226,170022851,1288693860,54,1337601393,2,1.79E+18
2267,7,-66634130.98,-12471641.42,4117616256,3211,100,2072270641,-66634130.98,-2045345615,-1114409904,24351336.5,1026654374,49,1230701671,1,1.51E+18
2268,8,-35855324.47,8551725.222,4201585062,3212,100,2054688110,-35855324.47,-2146896952,-867801257.5,-78316526.5,908075550,50,1203112188,2,1.45E+18
2269,9,12919130.83,11714047.17,4233236035,3213,100,2096102587,12919130.83,-2137133448,-1104946597,-98645814,1234253218,48,1285045981,1,1.65E+18
2270,0,147819322.6,41471912.26,4124338794,3214,100,2109207232,147819322.6,-2015131562,-878971632,170479830,1189931748,50,1180708938,1,1.39E+18
2271,1,-35281362.51,14939364.73,4257024293,3215,100,2145334200,-35281362.51,-2111690093,-1022892209,-83094521,1016826557,53,1239737294,2,1.54E+18
2272,2,143882257.6,-26146962.09,4269394595,3216,100,2145664597,143882257.6,-2123729998,-916931135.3,195379922,1129116582,52,1173500255,1,1.38E+18
2273,3,-193108343.2,7324705.929,4264969474,3218,100,2125494491,-193108343.2,-2139474983,-1403890106,-282429147.5,958113022.5,45,1307070343,2,1.71E+18
2274,4,-206076231.9,13790424.92,4287591739,3219,100,2142014901,-206076231.9,-2145576838,-1410847590,-319681854,748933779.8,50,1311770215,1,1.72E+18
2275,5,58523761.62,-15014635.58,4241795528,3220,100,2130580450,58523761.62,-2111215078,-771402330.5,64149182.5,1066575285,48,1203143822,2,1.45E+18
2276,6,-7300012.02,-21704832.21,4278996224,3221,100,2146957302,-7300012.02,-2132038922,-1285518651,1580216,887007147.5,49,1290630183,2,1.67E+18
2277,7,9725867.77,-3630382.273,4259864689,3222,100,2128168551,9725867.77,-2131696138,-1054735857,-17888571.5,1110387102,45,1260525321,1,1.59E+18
2278,8,-100414283.9,-12925053.58,4213525316,3223,100,2067951955,-100414283.9,-2145573361,-958784456.5,-480704673,943222915.5,52,1211699697,1,1.47E+18
2279,9,95380258.03,-25795667.24,4275907247,3224,100,2136581028,95380258.03,-2139326219,-904595247,74407269.5,1130524421,51,1200120321,1,1.44E+18
2280,0,157424940.4,-6346263.808,4195859641,3225,100,2135373564,157424940.4,-2060486077,-635245505.3,76748954.5,1210946339,52,1172825545,1,1.38E+18
2281,1,7493816.57,21007210.19,4086636050,3227,100,2005671531,7493816.57,-2080964519,-912316638,-25580475,1118477551,52,1190607022,2,1.42E+18
2282,2,18925182.98,22230190.27,4280802886,3228,100,2142058739,18925182.98,-2138744147,-975639620.5,40731584,1042124241,45,1215291430,2,1.48E+18
2283,3,-163346051.1,24780636.89,4017415961,3229,100,1964686776,-163346051.1,-2052729185,-1266857435,-147093440.5,882251943.5,54,1204701828,2,1.45E+18
2284,4,-213952449.8,-4992451.333,4183704911,3231,100,2078085377,-213952449.8,-2105619534,-1372822976,-292000782.5,829644782.5,48,1250133353,2,1.56E+18
2285,5,-52431035.29,-15085477.07,4049520362,3232,100,2028468547,-52431035.29,-2021051815,-938995143.5,-68948088,819395249,50,1164064843,2,1.36E+18
2286,6,-3313895.44,-11208800.54,4217056653,3234,100,2080479734,-3313895.44,-2136576919,-997545272.5,-8374786.5,838374820.5,53,1205495250,2,1.45E+18
2287,7,-154554790.7,6016821.515,4277697962,3238,100,2139143598,-154554790.7,-2138554364,-1420813800,-62242715.5,954845113.3,43,1284724964,1,1.65E+18
2288,8,39293772.23,25976210.11,4244007684,3240,100,2117892318,39293772.23,-2126115366,-1143110851,-52694502.5,1301156699,50,1257733053,2,1.58E+18
2289,9,105760848.6,-18386662.81,4175366071,3242,100,2077395010,105760848.6,-2097971061,-773290648.8,49300875,1318055038,51,1225164532,1,1.50E+18
2290,0,202873677.5,9324141.515,4168401568,3244,100,2077559570,202873677.5,-2090841998,-739019193.3,296681467.5,1109561933,49,1058899929,2,1.12E+18
2291,1,-274607930.4,-15470363.87,4206168958,3245,100,2068147194,-274607930.4,-2138021764,-1349134259,-306287192,791560797.8,46,1178467979,2,1.39E+18
2292,2,-159464656.2,27706381.05,4227790917,3246,100,2141154085,-159464656.2,-2086636832,-1415504966,-130104085,857316063.5,50,1256092971,2,1.58E+18
2293,3,-138417701.7,33354067.8,4181804580,3248,100,2099542586,-138417701.7,-2082261994,-1421312153,-87794380.5,1043239023,53,1326017814,1,1.76E+18
2294,4,80552201.93,-13525114.94,4270231772,3249,100,2129956207,80552201.93,-2140275565,-1057207841,186055228.5,1067664307,49,1255691445,1,1.58E+18
2295,5,58602887.16,1231612.859,4075272145,3250,100,2138014423,58602887.16,-1937257722,-797705588.5,-51781328,1073775105,49,1143490604,2,1.31E+18
2296,6,-72678035.88,533377.6061,4255495671,3251,100,2131962566,-72678035.88,-2123533105,-1068833341,-53752639,929605916.8,47,1205473396,1,1.45E+18
2297,7,-14949059.12,5086891.99,4204758602,3252,100,2138019471,-14949059.12,-2066739131,-1108311942,-116587757,947945628.5,50,1260707715,2,1.59E+18
2298,8,-226950872.6,-6472455.869,4166392755,3253,100,2046977443,-226950872.6,-2119415312,-1152544776,-374860555.5,492716155.3,54,1136998648,1,1.29E+18
2299,9,64470647.35,27928769.88,4158013833,3254,100,2014205528,64470647.35,-2143808305,-1009149002,39097445,1372169509,48,1250522911,2,1.56E+18
2300,0,-16117866.38,-28198921.78,4107758345,3256,100,2134461118,-16117866.38,-1973297227,-957109118.5,-78855426,952004368.3,49,1187201872,1,1.41E+18
2301,1,-330768493.5,4917134.172,4246474301,3257,100,2108507188,-330768493.5,-2137967113,-1312217948,-586913326.5,472601629.3,46,1179791651,1,1.39E+18
2302,2,67433066.22,19332799.86,4224044193,3259,100,2123876947,67433066.22,-2100167246,-888908541.8,-74319493,1120083166,47,1176075120,1,1.38E+18
2303,3,177260488.6,-39301861.68,4274624964,3261,100,2133262968,177260488.6,-2141361996,-941474815,330001262,1218686023,47,1291983596,1,1.67E+18
2304,4,33189265.12,-25232373.37,4188762091,3262,100,2109697120,33189265.12,-2079064971,-1072407138,12313098.5,1147970766,53,1284499722,2,1.65E+18
2305,5,-196426641.7,-15619827.65,4266754789,3263,100,2132230050,-196426641.7,-2134524739,-1267525696,-245086998,953267239.8,48,1289960514,2,1.66E+18
2306,6,208334887.5,-25049991.96,4259338233,3266,100,2141507366,208334887.5,-2117830867,-646877189,183299476,1192410495,46,1148754496,2,1.32E+18
2307,7,-229991973.3,-1988699.596,4215661355,3268,100,2095397872,-229991973.3,-2120263483,-1296494127,-518359316.5,902587532,50,1289849732,2,1.66E+18
2308,8,-84791457.32,4804341.465,4203985118,3269,100,2109591613,-84791457.32,-2094393505,-1292482864,-168972019,1163657809,45,1306126606,2,1.71E+18
2309,9,107110605.3,-14835985.32,4195767571,3270,100,2132420493,107110605.3,-2063347078,-1008385871,108773815.5,1222910520,49,1248870440,1,1.56E+18
2310,0,-16227860.88,-12969463.78,4290670543,3272,100,2144909836,-16227860.88,-2145760707,-1124815478,-34320481.5,1290724096,50,1258419457,1,1.58E+18
2311,1,-170430801.2,7314446.697,4206671449,3273,100,2078840865,-170430801.2,-2127830584,-1116149132,-345513283,750118452.3,48,1161292754,1,1.35E+18
2312,2,86955289.77,3529273.848,4108603171,3274,100,2122661007,86955289.77,-1985942164,-962090531.8,-1946062.5,1133279450,47,1212183152,1,1.47E+18
2313,3,-93075539.28,22401008.94,4193051254,3275,100,2114101745,-93075539.28,-2078949509,-1190632248,-2066056,1101193737,49,1227509846,2,1.51E+18
2314,4,-589157.44,20979287.81,4261056899,3276,100,2122291451,-589157.44,-2138765448,-914490448,-93141734.5,1054070822,52,1254242670,1,1.57E+18
2315,5,62350224.8,25096974.04,4281184906,3277,100,2135585744,62350224.8,-2145599162,-923094995,90232887,1092595678,52,1224133780,1,1.50E+18
2316,6,-108245146.8,-19151053.31,4211224861,3278,100,2119052433,-108245146.8,-2092172428,-1308198846,-277258894.5,1111161587,48,1282928687,2,1.65E+18
2317,7,-42994256.33,-20644769.06,4255569816,3280,100,2127076169,-42994256.33,-2128493647,-1040085597,-176004351,810576798.8,48,1173353767,1,1.38E+18
2318,8,88591944.31,31228909.74,4252786839,3282,100,2142057319,88591944.31,-2110729520,-1056210304,280945330.5,1312245720,53,1303461828,2,1.70E+18
2319,9,-30107059.09,3680352.475,4245982520,3285,100,2141788048,-30107059.09,-2104194472,-996119923.8,-73117555.5,986939123.8,47,1162993470,1,1.35E+18
2320,0,262572901,19118068.03,4276160210,3286,100,2135575978,262572901,-2140584232,-594352801.8,301884833,1214472986,48,1163621580,1,1.35E+18
2321,1,-215796208.6,40051344.76,4239419576,3287,100,2109212193,-215796208.6,-2130207383,-1198841492,-434025126,951309987.3,50,1243955077,2,1.55E+18
2322,2,167655124.7,22954248.19,4249961642,3288,100,2114714917,167655124.7,-2135246725,-926557157,288021760.5,955281769.3,55,1196754968,2,1.43E+18
2323,3,-13210595.62,-22257234.34,4116659635,3289,100,2024500981,-13210595.62,-2092158654,-1024670403,48048467.5,919293723.5,50,1210678806,1,1.47E+18
2324,4,-1737331.48,11883184.85,4190189229,3290,100,2131208057,-1737331.48,-2058981172,-1260240660,40626292,1343926200,49,1337037394,1,1.79E+18
2325,5,-112389138.1,-576544.5859,4201740520,3291,100,2100926491,-112389138.1,-2100814029,-1323211254,-144267558,1235247854,46,1346132774,2,1.81E+18
2326,6,96532117.53,12668230.51,4226428166,3292,100,2114005109,96532117.53,-2112423057,-1030211136,110656389,1267166397,50,1221926842,2,1.49E+18
2327,7,142407127.4,11154188.32,4274263014,3293,100,2132178983,142407127.4,-2142084031,-770790447.5,112261751,1157196203,49,1236555736,2,1.53E+18
2328,8,-153631373.9,11975008.75,4214266502,3294,100,2145066755,-153631373.9,-2069199747,-1181405798,-343007470,883621291.3,50,1161032749,1,1.35E+18
2329,9,-15210004.95,17412335.11,4271276821,3295,100,2135548618,-15210004.95,-2135728203,-1192690686,-67497665,1098445850,45,1240492966,2,1.54E+18
2330,0,-58830415.75,-40143678.02,4233414522,3296,100,2117324192,-58830415.75,-2116090330,-1234671875,-126972361,1015328423,49,1268301250,1,1.61E+18
2331,1,67544523.66,3935933.939,4243524470,3297,100,2113257477,67544523.66,-2130266993,-1018812496,243629721.5,981867085.8,55,1202744311,2,1.45E+18
2332,2,-10565981.52,6345846.303,4176954425,3298,100,2068324117,-10565981.52,-2108630308,-1207411955,202615542,969701229.8,48,1213156192,2,1.47E+18
2333,3,-190316834,-19404332.15,3994777601,3301,100,1902224624,-190316834,-2092552977,-1009378964,-202558758.5,547622105.8,49,1105206559,1,1.22E+18
2334,4,-103370852.9,2010223.667,4222723799,3302,100,2112432108,-103370852.9,-2110291691,-1272232684,-200623793.5,1011293127,51,1261097094,2,1.59E+18
2335,5,-215669559.3,6541004.869,4238708983,3303,100,2127034669,-215669559.3,-2111674314,-1464355360,-289826325,910001721,52,1315868999,2,1.73E+18
2336,6,146338946.1,-18912057.24,4257185930,3304,100,2137475185,146338946.1,-2119710745,-739758102,111740756.5,1098108740,51,1172185297,1,1.37E+18
2337,7,42449265.47,-826723.5859,4267710815,3306,100,2120540346,42449265.47,-2147170469,-1014136772,-32973467.5,1240929842,48,1307885116,2,1.71E+18
2338,8,65597210.39,11747053.49,4237627471,3307,100,2128448093,65597210.39,-2109179378,-842274236.5,119337604.5,1069193670,49,1172338981,2,1.37E+18
2339,9,-157575409.5,23476683.43,4190527683,3308,100,2043315507,-157575409.5,-2147212176,-1264201562,-69977866,844191077.5,55,1222733794,1,1.50E+18
2340,0,-16262331.66,33592776.66,4203526059,3311,100,2111296149,-16262331.66,-2092229910,-1242228394,73358570.5,1110729007,56,1286116567,2,1.65E+18
2341,1,-171169628,5935872.737,4177080180,3312,100,2064206680,-171169628,-2112873500,-1164277037,-199719450.5,832812128.3,45,1234870418,2,1.52E+18
2342,2,-105918081.1,-13838456.9,4017394669,3314,100,1945677766,-105918081.1,-2071716903,-1214124647,-16634216.5,929612245.8,49,1184912737,2,1.40E+18
2343,3,-120522693.7,9242200.283,4280494391,3315,100,2142022345,-120522693.7,-2138472046,-1241067117,-446737596,1043307580,50,1299826021,2,1.69E+18
2344,4,-136689807.8,-1708486.929,4272913104,3319,100,2141280283,-136689807.8,-2131632821,-1187551585,-251539380.5,1002123348,55,1259986641,2,1.59E+18
2345,5,-76848317.39,20537406.81,4145119217,3325,100,2132233868,-76848317.39,-2012885349,-1162408922,-171505045.5,765400662,52,1183257110,1,1.40E+18
2346,6,-21905576.49,7983644.869,4252850306,3326,100,2106308785,-21905576.49,-2146541521,-1158313789,-176948233,1146140497,52,1306338569,2,1.71E+18
2347,7,-41761203.55,-7738705.596,4208378142,3327,100,2113778483,-41761203.55,-2094599659,-883343923.5,-220743287.5,1047925770,47,1232627762,2,1.52E+18
2348,8,-2138213.46,20712966.92,4184999826,3328,100,2057451720,-2138213.46,-2127548106,-1080476184,158735367,1064158017,50,1219991114,2,1.49E+18
2349,9,-36491663.13,32479764.85,4251398358,3332,100,2113459060,-36491663.13,-2137939298,-1235513701,-146269071.5,1255450827,51,1317960641,2,1.74E+18
2350,0,-176534715.6,-9027873.364,4174488654,3333,100,2069659811,-176534715.6,-2104828843,-1224412724,-343928623,951956044.5,49,1222501426,2,1.49E+18
2351,1,9495304.06,35819839.88,4265255562,3334,100,2119829009,9495304.06,-2145426553,-1208931689,127536573,1177646402,50,1278254025,1,1.63E+18
2352,2,36096478.97,-897316.0505,4193501535,3335,100,2140731880,36096478.97,-2052769655,-1105960532,-27172016,1129861696,49,1225795635,2,1.50E+18
2353,3,95934857.89,40543662.29,4261658937,3336,100,2125217822,95934857.89,-2136441115,-1052491974,188649735.5,1053147356,51,1223944058,1,1.50E+18
2354,4,112631593.7,-1188817.626,4121287865,3337,100,2128316538,112631593.7,-1992971327,-885800619.8,142386829,1180719797,49,1232048096,1,1.52E+18
2355,5,-111909090.8,6908057.495,4226052006,3339,100,2103024510,-111909090.8,-2123027496,-1138689464,-325779806,810532901.3,49,1215783795,2,1.48E+18
2356,6,62015901.13,18006135.63,4221232346,3340,100,2139930393,62015901.13,-2081301953,-1183144129,-36537197.5,1208597195,53,1295461892,2,1.68E+18
2357,7,-10155166.72,-21675520.04,4123690642,3341,100,2036056253,-10155166.72,-2087634389,-954872065.8,-13695091,1062931171,50,1275959283,2,1.63E+18
2358,8,-9102588.26,-7267583.818,4123214458,3342,100,2004990224,-9102588.26,-2118224234,-999241207.5,107972562.5,1060261377,54,1194892132,2,1.43E+18
2359,9,65065467.4,-779577.3939,4203503118,3343,100,2086075226,65065467.4,-2117427892,-1158542901,253691490.5,1336401101,52,1251701921,1,1.57E+18
2360,0,-19693085.19,20084284.25,4179443611,3344,100,2096806776,-19693085.19,-2082636835,-902031685.8,-83127318.5,958797818.5,52,1199516165,1,1.44E+18
2361,1,-79509218.37,15704040.88,4242678101,3345,100,2134956658,-79509218.37,-2107721443,-1218694124,-212963793,1117445028,49,1280615380,2,1.64E+18
2362,2,187804466.5,-7428193.707,4213719306,3346,100,2074328788,187804466.5,-2139390518,-813984837.8,333492528,1255908680,51,1233672484,2,1.52E+18
2363,3,193436709.3,-41775494.77,4135773982,3347,100,2038885248,193436709.3,-2096888734,-805020894.8,297808653,1260993431,45,1185932918,1,1.41E+18
2364,4,96823587.95,9359756.071,4245565745,3348,100,2144506528,96823587.95,-2101059217,-1074672834,261556037,1278375498,52,1308677522,2,1.71E+18
2365,5,-288931134.1,13688662.93,4270385932,3349,100,2125215413,-288931134.1,-2145170519,-1151335351,-447931431,650430424,51,1143565869,2,1.31E+18
2366,6,-20291722,4232080.303,4245005331,3350,100,2133394031,-20291722,-2111611300,-1138251676,160685451.5,837759729,46,1284005965,2,1.65E+18
2367,7,92775078.84,17843041.08,4125055873,3352,100,2082965054,92775078.84,-2042090819,-747691608.5,179668688.5,942423724,50,1111645604,1,1.24E+18
2368,8,133614873.4,14588972.02,4234375885,3353,100,2103421328,133614873.4,-2130954557,-860900084.3,198900055.5,1303696489,49,1233896619,1,1.52E+18
2369,9,-120624490.6,-17598274.09,4272928227,3355,100,2139002657,-120624490.6,-2133925570,-1423521709,-179595306,984006273.8,50,1334106141,1,1.78E+18
2370,0,92595670.13,7839187.697,4254203059,3356,100,2146230035,92595670.13,-2107973024,-1022809220,175562789,1078971562,49,1272734845,2,1.62E+18
2371,1,-55830597.3,370003.3131,4185388663,3359,100,2067373160,-55830597.3,-2118015503,-1011203311,-138468908.5,986420335.8,48,1169159500,2,1.37E+18
2372,2,-86459030.7,-2522445.566,4137850853,3362,100,2030003146,-86459030.7,-2107847707,-1044699380,-45281938.5,644493689.5,50,1159932116,2,1.35E+18
2373,3,-78748913.14,6076773.899,4278722527,3363,100,2140835234,-78748913.14,-2137887293,-1160493514,-117214741.5,936931777.8,47,1242302805,2,1.54E+18
2374,4,-70037553.84,3908641,4221095663,3364,100,2108495015,-70037553.84,-2112600648,-1153214090,-194762115,1060198952,53,1301790731,2,1.69E+18
2375,5,-43320357.25,25699303.41,4086592341,3366,100,2044970915,-43320357.25,-2041621426,-1010912274,-180475350,1132581817,52,1199563312,2,1.44E+18
2376,6,161310331.2,-27488545.09,4143446582,3367,100,2038632871,161310331.2,-2104813711,-1066207454,357803296,1220527945,47,1249682491,1,1.56E+18
2377,7,127977406.4,3810543.697,4264256837,3368,100,2145192281,127977406.4,-2119064556,-921491492.8,206219767.5,1161956091,52,1247008475,1,1.56E+18
2378,8,-72409370.49,14676525.52,4059830782,3370,100,2072382979,-72409370.49,-1987447803,-1202500519,-239967699.5,1048379537,45,1221530838,2,1.49E+18
2379,9,12472552.74,-21773519.57,4262517083,3371,100,2135345977,12472552.74,-2127171106,-1119157010,117286711,1118882027,48,1265169536,1,1.60E+18
2380,0,52283088.28,20319856.37,4241659280,3372,100,2144518264,52283088.28,-2097141016,-958862006.5,38231306.5,1096503000,57,1264542289,2,1.60E+18
2381,1,-6776346.5,-22426787.06,4239474149,3374,100,2123780223,-6776346.5,-2115693926,-1112417858,-112944373,1230972016,49,1274889086,2,1.63E+18
2382,2,45532427.55,26320813.75,4285372670,3375,100,2143514377,45532427.55,-2141858293,-842959276.8,65560419,971023805.3,48,1136579591,2,1.29E+18
2383,3,-10634139.84,16416804.77,4205299960,3376,100,2061977433,-10634139.84,-2143322527,-887162379,-135188169,931330335.8,53,1168969425,2,1.37E+18
2384,4,-66804866.13,21164271.3,4211977303,3377,100,2087076670,-66804866.13,-2124900633,-1239697518,-92900287.5,1183383505,45,1286289713,2,1.65E+18
2385,5,89392628,27110212.68,4258604568,3378,100,2128858369,89392628,-2129746199,-1084238571,103289509.5,1240100324,52,1295304259,1,1.68E+18
2386,6,-102403323.9,13259665.44,4268119139,3379,100,2129493813,-102403323.9,-2138625326,-1438934129,-145830938.5,1163401944,48,1348258051,2,1.82E+18
2387,7,44048735.97,24093177.77,4239072982,3380,100,2130368855,44048735.97,-2108704127,-897869463,155205253,989645026.8,52,1160081301,2,1.35E+18
2388,8,168182814.7,23461247.93,4181390688,3381,100,2143510495,168182814.7,-2037880193,-885486417,289528371,1209782519,54,1232633336,1,1.52E+18
2389,9,148917267.5,31237315.92,4202207363,3382,100,2102496451,148917267.5,-2099710912,-1249764682,337626830,1518947360,51,1381552354,1,1.91E+18
2390,0,5404398.35,-24827605.74,4250055071,3383,100,2117281416,5404398.35,-2132773655,-1097578043,-47980439.5,1031209895,49,1163497041,2,1.35E+18
2391,1,-33001698.56,5664195.253,4248865508,3384,100,2117534260,-33001698.56,-2131331248,-1065553646,-173510206.5,982353529.3,53,1161752229,2,1.35E+18
2392,2,80552486.47,25041548.69,4248057492,3385,100,2133568657,80552486.47,-2114488835,-1033382508,-13643014,1296516946,49,1256338441,2,1.58E+18
2393,3,57592772.26,-16709197.99,4248728794,3386,100,2119844584,57592772.26,-2128884210,-793252566.8,234791277,1064649761,48,1225421028,1,1.50E+18
2394,4,-29159.97,-15274065.43,4239069656,3387,100,2128456692,-29159.97,-2110612964,-1150016388,-164411038,1205931694,53,1284309254,2,1.65E+18
2395,5,91075243.96,27742281.51,4222542781,3388,100,2108339845,91075243.96,-2114202936,-1074642674,-132642171,1362210949,51,1287349737,2,1.66E+18
2396,6,56717925.5,-11484392.91,4112137288,3391,100,1982735427,56717925.5,-2129401861,-938902909.5,-89325564,1101934503,51,1209550178,2,1.46E+18
2397,7,-79918607.86,39783541.74,4283984789,3392,100,2142799952,-79918607.86,-2141184837,-1342324870,-329245990,1138307171,53,1369911740,2,1.88E+18
2398,8,45589860.43,6443558.141,4182120075,3394,100,2120567224,45589860.43,-2061552851,-1111662594,-116436247,1281980415,53,1283366183,2,1.65E+18
2399,9,193583711.3,33900071.92,4208029485,3395,100,2146062317,193583711.3,-2061967168,-977824525,284380506,1364623006,53,1275564453,2,1.63E+18
2400,0,3047780.91,13952457.81,4246599937,3396,100,2119362408,3047780.91,-2127237529,-1029814457,43753097,1020607554,49,1230719405,1,1.51E+18
2401,1,-19227213.76,10553703.37,4201579983,3397,100,2081679305,-19227213.76,-2119900678,-1232274182,150507300,1256225277,46,1311043183,1,1.72E+18
2402,2,-66198688.16,-8480155.828,4219679353,3398,100,2085285676,-66198688.16,-2134393677,-1119133240,40276491.5,945840113.3,49,1254754484,2,1.57E+18
2403,3,36065885.98,16648937.19,4150221120,3399,100,2103928926,36065885.98,-2046292194,-1196904953,8340694,1288477648,53,1280530125,2,1.64E+18
2404,4,-57225990.62,-230576.1616,4255886136,3401,100,2133100300,-57225990.62,-2122785836,-1049588477,-152196992.5,970816085.8,48,1249497612,2,1.56E+18
2405,5,74781603.82,13638200.38,4225548597,3402,100,2085523569,74781603.82,-2140025028,-1010172848,15940319.5,1194553409,48,1287872582,2,1.66E+18
2406,6,-112656367.9,16280843.27,4198255828,3404,100,2084309372,-112656367.9,-2113946456,-1076358551,-264125679,988156268,51,1234423637,1,1.52E+18
2407,7,51692052.16,-26334878.97,4248389173,3407,100,2146809204,51692052.16,-2101579969,-1011352371,129144475,1026374289,52,1221985422,2,1.49E+18
2408,8,-32889385.84,28185691.11,4237576776,3410,100,2129361888,-32889385.84,-2108214888,-954778454.5,-39233743.5,876250208.8,47,1178602768,2,1.39E+18
2409,9,108008616.6,-19981167.73,4240378142,3412,100,2131007143,108008616.6,-2109370999,-908962673,292868210,1162442585,44,1271156751,2,1.62E+18
2410,0,-112238321.7,-27207122.03,4189596672,3415,100,2049121630,-112238321.7,-2140475042,-1255795979,-76403401,832058025.5,51,1218972087,2,1.49E+18
